Date,Year,Month Number,DayNum,WeekNum,total,WeekDay
2017-11-16 00:00:00,2017,11,16,46,10.094999849796295,5
2017-11-17 00:00:00,2017,11,17,46,10.042000025510788,6
2017-11-18 00:00:00,2017,11,18,46,14.484999805688858,7
2017-11-19 00:00:00,2017,11,19,47,17.20600003004074,1
2017-11-20 00:00:00,2017,11,20,47,5.493000030517578,2
2017-11-21 00:00:00,2017,11,21,47,14.24400019645691,3
2017-11-22 00:00:00,2017,11,22,47,9.014000058174133,4
2017-11-23 00:00:00,2017,11,23,47,14.727999836206436,5
2017-11-24 00:00:00,2017,11,24,47,27.464999973773956,6
2017-11-25 00:00:00,2017,11,25,47,23.623000264167786,7
2017-11-26 00:00:00,2017,11,26,48,7.345999896526337,1
2017-11-27 00:00:00,2017,11,27,48,9.69700002670288,2
2017-11-28 00:00:00,2017,11,28,48,7.021000146865845,3
2017-11-29 00:00:00,2017,11,29,48,8.17399999499321,4
2017-11-30 00:00:00,2017,11,30,48,15.04500013589859,5
2017-12-01 00:00:00,2017,12,1,48,18.8440001308918,6
2017-12-02 00:00:00,2017,12,2,48,13.094999864697456,7
2017-12-03 00:00:00,2017,12,3,49,4.26800000667572,1
2017-12-04 00:00:00,2017,12,4,49,4.426000028848648,2
2017-12-05 00:00:00,2017,12,5,49,16.14900016784668,3
2017-12-06 00:00:00,2017,12,6,49,3.867000013589859,4
2017-12-07 00:00:00,2017,12,7,49,9.847000002861023,5
2017-12-08 00:00:00,2017,12,8,49,5.708999991416931,6
2017-12-09 00:00:00,2017,12,9,49,13.408999919891357,7
2017-12-10 00:00:00,2017,12,10,50,10.962000072002411,1
2017-12-11 00:00:00,2017,12,11,50,5.493999928236008,2
2017-12-12 00:00:00,2017,12,12,50,3.511000096797943,3
2017-12-13 00:00:00,2017,12,13,50,9.464000046253204,4
2017-12-14 00:00:00,2017,12,14,50,5.835000038146973,5
2017-12-15 00:00:00,2017,12,15,50,15.183000147342682,6
2017-12-16 00:00:00,2017,12,16,50,14.107999920845032,7
2017-12-17 00:00:00,2017,12,17,51,12.217000007629395,1
2017-12-18 00:00:00,2017,12,18,51,6.849000245332718,2
2017-12-19 00:00:00,2017,12,19,51,16.10500006377697,3
2017-12-20 00:00:00,2017,12,20,51,5.791000157594681,4
2017-12-21 00:00:00,2017,12,21,51,5.258000135421753,5
2017-12-22 00:00:00,2017,12,22,51,18.73100021481514,6
2017-12-23 00:00:00,2017,12,23,51,9.704000115394592,7
2017-12-24 00:00:00,2017,12,24,52,4.692000150680542,1
